trade_date,stock_code,side,shares,price
2018-04-23,000002.SZ,buy,8.252396152722115,4106.64
2018-04-23,000333.SZ,buy,151.50261583716193,223.69
2018-04-23,000651.SZ,buy,4.5588187209087545,7433.86
2018-04-23,000725.SZ,buy,1525.1854246901328,22.22
2018-04-23,000858.SZ,buy,29.097045733800474,1164.71
2018-04-23,002415.SZ,buy,43.833743095189426,773.14
2018-04-23,600000.SH,buy,239.43493102031053,141.54
2018-04-23,600009.SH,buy,250.6443320509929,135.21
2018-04-23,600016.SH,buy,217.3665585056427,155.91
2018-04-23,600018.SH,buy,3703.7836214879508,9.15
2018-04-23,600019.SH,buy,1718.5405748790442,19.72
2018-04-23,600028.SH,buy,1864.115519065718,18.18
2018-04-23,600030.SH,buy,347.3364777761069,97.57
2018-04-23,600036.SH,buy,258.79816828266326,130.95
2018-04-23,600048.SH,buy,131.0706224343083,258.56
2018-04-23,600104.SH,buy,129.29541084512132,262.11
2018-04-23,600158.SH,buy,452.46488833931573,74.9
2018-04-23,600276.SH,buy,14.20204091633934,2386.25
2018-04-23,600519.SH,buy,7.070958697671868,4792.79
2018-04-23,600809.SH,buy,147.6093041361329,229.59
2018-04-23,600872.SH,buy,131.53865912364054,257.64
2018-04-23,600887.SH,buy,17.044434789652897,1988.31
2018-04-23,600900.SH,buy,737.2116627499402,45.97
2018-04-23,601007.SH,buy,3224.511906433373,10.51
2018-04-23,601088.SH,buy,1075.8609567179285,31.5
2018-04-23,601166.SH,buy,550.6925599059921,61.54
2018-04-23,601288.SH,buy,6334.508436750421,5.35
2018-04-23,601318.SH,buy,228.27441827168767,148.46
2018-04-23,601328.SH,buy,3329.0393061507616,10.18
2018-04-23,601398.SH,buy,3454.599402305275,9.81
2018-04-23,601601.SH,buy,882.082772946766,38.42
2018-04-23,601668.SH,buy,3362.065489743527,10.08
2018-04-23,601766.SH,buy,3083.6779014208146,10.99
2018-04-23,601818.SH,buy,6517.2346416566825,5.2
2018-04-23,601857.SH,buy,3483.003097288258,9.73
2018-04-23,601988.SH,buy,5466.067763970121,6.2
2018-04-23,601998.SH,buy,3922.4097380341145,8.64
2018-04-23,601999.SH,buy,4700.363403136581,7.21
2018-04-23,603288.SH,buy,144.34013431838986,234.79
2018-05-02,000001.SZ,sell,44.88543376068094,709.9975
2018-05-02,000002.SZ,sell,8.252396152722115,3800.47
2018-05-02,000333.SZ,sell,151.50261583716193,220.68
2018-05-02,000651.SZ,sell,4.5588187209087545,6758.05
2018-05-02,000725.SZ,sell,1525.1854246901328,20.27
2018-05-02,000858.SZ,sell,29.097045733800474,1190.28
2018-05-02,002415.SZ,sell,43.833743095189426,773.93
2018-05-02,600000.SH,sell,239.43493102031053,134.58
2018-05-02,600009.SH,sell,250.6443320509929,151.96
2018-05-02,600016.SH,sell,217.3665585056427,155.31
2018-05-02,600018.SH,sell,3703.7836214879508,9.11
2018-05-02,600019.SH,sell,1718.5405748790442,18.99
2018-05-02,600028.SH,sell,1864.115519065718,18.29
2018-05-02,600030.SH,sell,347.3364777761069,100.78
2018-05-02,600036.SH,sell,258.79816828266326,136.83
2018-05-02,600048.SH,sell,131.0706224343083,251.5
2018-05-02,600104.SH,sell,129.29541084512132,273.12
2018-05-02,600158.SH,sell,452.46488833931573,74.9
2018-05-02,600276.SH,sell,14.20204091633934,2319.44
2018-05-02,600519.SH,sell,7.070958697671868,4748.85
2018-05-02,600809.SH,sell,147.6093041361329,232.69
2018-05-02,600872.SH,sell,131.53865912364054,252.64
2018-05-02,600887.SH,sell,17.044434789652897,1775.83
2018-05-02,600900.SH,sell,737.2116627499402,45.46
2018-05-02,601007.SH,sell,3224.511906433373,10.71
2018-05-02,601088.SH,sell,1075.8609567179285,30.99
2018-05-02,601166.SH,sell,550.6925599059921,61.2
2018-05-02,601288.SH,sell,6334.508436750421,5.5
2018-05-02,601318.SH,sell,228.27441827168767,140.12
2018-05-02,601328.SH,sell,3329.0393061507616,10.34
2018-05-02,601398.SH,sell,3454.599402305275,9.74
2018-05-02,601601.SH,sell,882.082772946766,38.79
2018-05-02,601668.SH,sell,3362.065489743527,10.31
2018-05-02,601766.SH,sell,3083.6779014208146,11.18
2018-05-02,601818.SH,sell,6517.2346416566825,5.25
2018-05-02,601857.SH,sell,3483.003097288258,9.76
2018-05-02,601988.SH,sell,5466.067763970121,6.25
2018-05-02,601998.SH,sell,3922.4097380341145,8.87
2018-05-02,601999.SH,sell,4700.363403136581,6.96
2018-05-02,603288.SH,sell,144.34013431838986,246.61
2018-05-02,000001.SZ,buy,46.281669588765055,709.9975
2018-05-02,000002.SZ,buy,8.646264726165242,3800.47
2018-05-02,000333.SZ,buy,148.90279909302708,220.68
2018-05-02,000651.SZ,buy,4.862330066195014,6758.05
2018-05-02,000858.SZ,buy,27.606840158491462,1190.28
2018-05-02,002304.SZ,buy,72.13546792494286,455.53
2018-05-02,002415.SZ,buy,42.45845193215048,773.93
2018-05-02,600000.SH,buy,244.16607002414338,134.58
2018-05-02,600009.SH,buy,216.2402586460201,151.96
2018-05-02,600016.SH,buy,211.57600736494248,155.31
2018-05-02,600018.SH,buy,3607.01094444009,9.11
2018-05-02,600019.SH,buy,1730.3775515455093,18.99
2018-05-02,600028.SH,buy,1796.6030455904438,18.29
2018-05-02,600030.SH,buy,326.055464416047,100.78
2018-05-02,600036.SH,buy,240.15106119892724,136.83
2018-05-02,600048.SH,buy,130.655545542144,251.5
2018-05-02,600104.SH,buy,120.3129382829863,273.12
2018-05-02,600158.SH,buy,438.71655145326054,74.9
2018-05-02,600276.SH,buy,14.167156599803926,2319.44
2018-05-02,600519.SH,buy,6.919542563746847,4748.85
2018-05-02,600809.SH,buy,141.21736947805758,232.69
2018-05-02,600872.SH,buy,130.06598204500165,252.64
2018-05-02,600887.SH,buy,18.50395009874212,1775.83
2018-05-02,600900.SH,buy,722.8303938374223,45.46
2018-05-02,601007.SH,buy,3068.1484317319528,10.71
2018-05-02,601088.SH,buy,1060.337841363318,30.99
2018-05-02,601166.SH,buy,536.9259755530918,61.2
2018-05-02,601288.SH,buy,5974.521764336221,5.5
2018-05-02,601318.SH,buy,234.51234444654023,140.12
2018-05-02,601328.SH,buy,3177.9371086894794,10.34
2018-05-02,601398.SH,buy,3373.70325501532,9.74
2018-05-02,601601.SH,buy,847.1221888076623,38.79
2018-05-02,601668.SH,buy,3187.1842583752878,10.31
2018-05-02,601766.SH,buy,2939.1654475714863,11.18
2018-05-02,601800.SH,buy,2085.017113188402,15.76
2018-05-02,601818.SH,buy,6259.022800733184,5.25
2018-05-02,601857.SH,buy,3366.789928673076,9.76
2018-05-02,601988.SH,buy,5257.579152615875,6.25
2018-05-02,601998.SH,buy,3704.607632902956,8.87
2018-05-02,601999.SH,buy,4721.245647104773,6.96
2018-05-02,603288.SH,buy,133.24629862474845,246.61
2018-05-09,000001.SZ,sell,46.281669588765055,715.8706
2018-05-09,000002.SZ,sell,8.646264726165242,3871.86
2018-05-09,000333.SZ,sell,148.90279909302708,237.2
2018-05-09,000651.SZ,sell,4.862330066195014,7206.59
2018-05-09,000858.SZ,sell,27.606840158491462,1274.34
2018-05-09,002304.SZ,sell,72.13546792494286,512.69
2018-05-09,002415.SZ,sell,42.45845193215048,783.83
2018-05-09,600000.SH,sell,244.16607002414338,133.36
2018-05-09,600009.SH,sell,216.2402586460201,158.26
2018-05-09,600016.SH,sell,211.57600736494248,159.32
2018-05-09,600018.SH,sell,3607.01094444009,9.03
2018-05-09,600019.SH,sell,1730.3775515455093,19.22
2018-05-09,600028.SH,sell,1796.6030455904438,19.14
2018-05-09,600030.SH,sell,326.055464416047,103.99
2018-05-09,600036.SH,sell,240.15106119892724,137.71
2018-05-09,600048.SH,sell,130.655545542144,265.25
2018-05-09,600104.SH,sell,120.3129382829863,286.8
2018-05-09,600158.SH,sell,438.71655145326054,74.9
2018-05-09,600276.SH,sell,14.167156599803926,2430.69
2018-05-09,600519.SH,sell,6.919542563746847,4991.47
2018-05-09,600809.SH,sell,141.21736947805758,261.88
2018-05-09,600872.SH,sell,130.06598204500165,282.89
2018-05-09,600887.SH,sell,18.50395009874212,1845.49
2018-05-09,600900.SH,sell,722.8303938374223,46.11
2018-05-09,601007.SH,sell,3068.1484317319528,10.92
2018-05-09,601088.SH,sell,1060.337841363318,32.45
2018-05-09,601166.SH,sell,536.9259755530918,61.88
2018-05-09,601288.SH,sell,5974.521764336221,5.55
2018-05-09,601318.SH,sell,234.51234444654023,143.8
2018-05-09,601328.SH,sell,3177.9371086894794,10.34
2018-05-09,601398.SH,sell,3373.70325501532,9.76
2018-05-09,601601.SH,sell,847.1221888076623,43.64
2018-05-09,601668.SH,sell,3187.1842583752878,10.42
2018-05-09,601766.SH,sell,2939.1654475714863,11.32
2018-05-09,601800.SH,sell,2085.017113188402,15.31
2018-05-09,601818.SH,sell,6259.022800733184,5.33
2018-05-09,601857.SH,sell,3366.789928673076,10.14
2018-05-09,601988.SH,sell,5257.579152615875,6.37
2018-05-09,601998.SH,sell,3704.607632902956,8.98
2018-05-09,601999.SH,sell,4721.245647104773,7.27
2018-05-09,603288.SH,sell,133.24629862474845,250.59
2018-05-09,000001.SZ,buy,49.912344410171755,715.8706
2018-05-09,000002.SZ,buy,9.228324355817694,3871.86
2018-05-09,000333.SZ,buy,150.63566585293552,237.2
2018-05-09,000651.SZ,buy,4.958070313465356,7206.59
2018-05-09,000858.SZ,buy,28.038655257087044,1274.34
2018-05-09,002304.SZ,buy,69.692757690449,512.69
2018-05-09,002415.SZ,buy,45.58485888562099,783.83
2018-05-09,600000.SH,buy,267.9272640995523,133.36
2018-05-09,600009.SH,buy,225.77265221986795,158.26
2018-05-09,600016.SH,buy,224.2705243554877,159.32
2018-05-09,600019.SH,buy,1859.0416202037618,19.22
2018-05-09,600028.SH,buy,1866.8119091074348,19.14
2018-05-09,600030.SH,buy,343.5982300251592,103.99
2018-05-09,600036.SH,buy,259.46394554002103,137.71
2018-05-09,600048.SH,buy,134.7060506703725,265.25
2018-05-09,600104.SH,buy,124.5843094153288,286.8
2018-05-09,600158.SH,buy,477.04646115242053,74.9
2018-05-09,600276.SH,buy,14.699850635135002,2430.69
2018-05-09,600519.SH,buy,7.158368164151302,4991.47
2018-05-09,600809.SH,buy,136.43951405344546,261.88
2018-05-09,600872.SH,buy,126.30626724280216,282.89
2018-05-09,600887.SH,buy,19.361134408919202,1845.49
2018-05-09,600900.SH,buy,774.9030566106333,46.11
2018-05-09,601007.SH,buy,3272.0494450839105,10.92
2018-05-09,601088.SH,buy,1101.1026175752327,32.45
2018-05-09,601166.SH,buy,577.4204903089253,61.88
2018-05-09,601288.SH,buy,6437.978367624559,5.55
2018-05-09,601318.SH,buy,248.47552114267245,143.8
2018-05-09,601328.SH,buy,3455.588001964826,10.34
2018-05-09,601398.SH,buy,3660.940567655359,9.76
2018-05-09,601601.SH,buy,818.7621434536275,43.64
2018-05-09,601668.SH,buy,3429.057575846094,10.42
2018-05-09,601766.SH,buy,3156.4293233494964,11.32
2018-05-09,601818.SH,buy,6703.711058220694,5.33
2018-05-09,601857.SH,buy,3523.745556244211,10.14
2018-05-09,601988.SH,buy,5609.227620143846,6.37
2018-05-09,601998.SH,buy,3978.9287238659576,8.98
2018-05-09,601999.SH,buy,4914.825301281472,7.27
2018-05-09,603288.SH,buy,142.58661534904147,250.59
2018-05-16,000001.SZ,sell,49.912344410171755,711.3026
2018-05-16,000002.SZ,sell,9.228324355817694,3738.68
2018-05-16,000333.SZ,sell,150.63566585293552,239.18
2018-05-16,000651.SZ,sell,4.958070313465356,7158.75
2018-05-16,000858.SZ,sell,28.038655257087044,1323.14
2018-05-16,002304.SZ,sell,69.692757690449,515.05
2018-05-16,002415.SZ,sell,45.58485888562099,819.04
2018-05-16,600000.SH,sell,267.9272640995523,132.63
2018-05-16,600009.SH,sell,225.77265221986795,160.86
2018-05-16,600016.SH,sell,224.2705243554877,157.12
2018-05-16,600019.SH,sell,1859.0416202037618,19.14
2018-05-16,600028.SH,sell,1866.8119091074348,18.9
2018-05-16,600030.SH,sell,343.5982300251592,102.78
2018-05-16,600036.SH,sell,259.46394554002103,138.72
2018-05-16,600048.SH,sell,134.7060506703725,260.66
2018-05-16,600104.SH,sell,124.5843094153288,287.55
2018-05-16,600158.SH,sell,477.04646115242053,74.9
2018-05-16,600276.SH,sell,14.699850635135002,2593.76
2018-05-16,600519.SH,sell,7.158368164151302,5223.07
2018-05-16,600809.SH,sell,136.43951405344546,268.11
2018-05-16,600872.SH,sell,126.30626724280216,296.27
2018-05-16,600887.SH,sell,19.361134408919202,1939.76
2018-05-16,600900.SH,sell,774.9030566106333,47.57
2018-05-16,601007.SH,sell,3272.0494450839105,11.11
2018-05-16,601088.SH,sell,1101.1026175752327,32.37
2018-05-16,601166.SH,sell,577.4204903089253,61.58
2018-05-16,601288.SH,sell,6437.978367624559,5.48
2018-05-16,601318.SH,sell,248.47552114267245,143.48
2018-05-16,601328.SH,sell,3455.588001964826,10.26
2018-05-16,601398.SH,sell,3660.940567655359,9.78
2018-05-16,601601.SH,sell,818.7621434536275,41.93
2018-05-16,601668.SH,sell,3429.057575846094,10.31
2018-05-16,601766.SH,sell,3156.4293233494964,11.12
2018-05-16,601818.SH,sell,6703.711058220694,5.29
2018-05-16,601857.SH,sell,3523.745556244211,10.12
2018-05-16,601988.SH,sell,5609.227620143846,6.32
2018-05-16,601998.SH,sell,3978.9287238659576,8.89
2018-05-16,601999.SH,sell,4914.825301281472,7.23
2018-05-16,603288.SH,sell,142.58661534904147,278.66
2018-05-16,000001.SZ,buy,50.59203215304085,711.3026
2018-05-16,000002.SZ,buy,9.625387572550085,3738.68
2018-05-16,000333.SZ,buy,150.4567439156349,239.18
2018-05-16,000651.SZ,buy,5.026889332598785,7158.75
2018-05-16,000858.SZ,buy,27.197608726016558,1323.14
2018-05-16,002304.SZ,buy,69.86941852197177,515.05
2018-05-16,002415.SZ,buy,43.93710198493548,819.04
2018-05-16,600000.SH,buy,271.32808572526244,132.63
2018-05-16,600009.SH,buy,223.71157534341384,160.86
2018-05-16,600016.SH,buy,229.0366853980496,157.12
2018-05-16,600019.SH,buy,1880.1590391714499,19.14
2018-05-16,600028.SH,buy,1904.0340745895003,18.9
2018-05-16,600030.SH,buy,350.1288578492076,102.78
2018-05-16,600036.SH,buy,259.4164072213203,138.72
2018-05-16,600048.SH,buy,138.05817543827803,260.66
2018-05-16,600104.SH,buy,125.14777955048358,287.55
2018-05-16,600158.SH,buy,480.45719639174297,74.9
2018-05-16,600276.SH,buy,13.874161067231181,2593.76
2018-05-16,600519.SH,buy,6.889864391965177,5223.07
2018-05-16,600809.SH,buy,134.2219387928147,268.11
2018-05-16,600872.SH,buy,121.46435349425036,296.27
2018-05-16,600887.SH,buy,18.55190539537961,1939.76
2018-05-16,600900.SH,buy,756.4903092230724,47.57
2018-05-16,601007.SH,buy,3239.0858694636863,11.11
2018-05-16,601088.SH,buy,1111.715910093962,32.37
2018-05-16,601166.SH,buy,584.3820073033705,61.58
2018-05-16,601288.SH,buy,6566.832848492983,5.48
2018-05-16,601318.SH,buy,250.8101757021296,143.48
2018-05-16,601328.SH,buy,3507.43119003329,10.26
2018-05-16,601398.SH,buy,3679.5750521208133,9.78
2018-05-16,601601.SH,buy,858.2457431371704,41.93
2018-05-16,601668.SH,buy,3490.421339451169,10.31
2018-05-16,601766.SH,buy,3236.173022458773,11.12
2018-05-16,601818.SH,buy,6802.692629440748,5.29
2018-05-16,601857.SH,buy,3555.952965389482,10.12
2018-05-16,601988.SH,buy,5694.0259509084735,6.32
2018-05-16,601998.SH,buy,4047.9464577887006,8.89
2018-05-16,601999.SH,buy,4977.350485441431,7.23
2018-05-16,603288.SH,buy,129.14032875095654,278.66
2018-05-23,000001.SZ,sell,50.59203215304085,694.9883
2018-05-23,000002.SZ,sell,9.625387572550085,3679.64
2018-05-23,000333.SZ,sell,150.4567439156349,227.75
2018-05-23,000651.SZ,sell,5.026889332598785,6910.56
2018-05-23,000858.SZ,sell,27.197608726016558,1277.52
2018-05-23,002304.SZ,sell,69.86941852197177,499.38
2018-05-23,002415.SZ,sell,43.93710198493548,815.49
2018-05-23,600000.SH,sell,271.32808572526244,131.78
2018-05-23,600009.SH,sell,223.71157534341384,156.74
2018-05-23,600016.SH,sell,229.0366853980496,156.31
2018-05-23,600019.SH,sell,1880.1590391714499,18.25
2018-05-23,600028.SH,sell,1904.0340745895003,18.66
2018-05-23,600030.SH,sell,350.1288578492076,102.73
2018-05-23,600036.SH,sell,259.4164072213203,137.06
2018-05-23,600048.SH,sell,138.05817543827803,245.58
2018-05-23,600104.SH,sell,125.14777955048358,290.72
2018-05-23,600158.SH,sell,480.45719639174297,74.9
2018-05-23,600276.SH,sell,13.874161067231181,2679.82
2018-05-23,600519.SH,sell,6.889864391965177,5146.7
2018-05-23,600809.SH,sell,134.2219387928147,252.95
2018-05-23,600872.SH,sell,121.46435349425036,285.39
2018-05-23,600887.SH,sell,18.55190539537961,1849.71
2018-05-23,600900.SH,sell,756.4903092230724,47.39
2018-05-23,601007.SH,sell,3239.0858694636863,11.11
2018-05-23,601088.SH,sell,1111.715910093962,31.11
2018-05-23,601166.SH,sell,584.3820073033705,61.0
2018-05-23,601288.SH,sell,6566.832848492983,5.45
2018-05-23,601318.SH,sell,250.8101757021296,141.08
2018-05-23,601328.SH,sell,3507.43119003329,10.21
2018-05-23,601398.SH,sell,3679.5750521208133,9.53
2018-05-23,601601.SH,sell,858.2457431371704,40.57
2018-05-23,601668.SH,sell,3490.421339451169,10.26
2018-05-23,601766.SH,sell,3236.173022458773,11.11
2018-05-23,601818.SH,sell,6802.692629440748,5.26
2018-05-23,601857.SH,sell,3555.952965389482,10.59
2018-05-23,601988.SH,sell,5694.0259509084735,6.3
2018-05-23,601998.SH,sell,4047.9464577887006,8.92
2018-05-23,601999.SH,sell,4977.350485441431,7.24
2018-05-23,603288.SH,sell,129.14032875095654,272.63
2018-05-23,000001.SZ,buy,52.33908587393083,694.9883
2018-05-23,000002.SZ,buy,9.885492144632954,3679.64
2018-05-23,000333.SZ,buy,159.71482904534446,227.75
2018-05-23,000651.SZ,buy,5.263690976574575,6910.56
2018-05-23,000858.SZ,buy,28.473176400429896,1277.52
2018-05-23,002304.SZ,buy,72.84042675933597,499.38
2018-05-23,002415.SZ,buy,44.605148211599406,815.49
2018-05-23,600000.SH,buy,276.02862585428136,131.78
2018-05-23,600009.SH,buy,232.07255528312618,156.74
2018-05-23,600016.SH,buy,232.7109738025539,156.31
2018-05-23,600019.SH,buy,1993.1535515110793,18.25
2018-05-23,600028.SH,buy,1949.3597167779849,18.66
2018-05-23,600030.SH,buy,354.0840291548447,102.73
2018-05-23,600036.SH,buy,265.39509933662043,137.06
2018-05-23,600104.SH,buy,125.12057070403549,290.72
2018-05-23,600158.SH,buy,485.64822850570357,74.9
2018-05-23,600276.SH,buy,13.573692380487195,2679.82
2018-05-23,600519.SH,buy,7.067645737089242,5146.7
2018-05-23,600809.SH,buy,143.8033299667017,252.95
2018-05-23,600872.SH,buy,127.45734719183294,285.39
2018-05-23,600887.SH,buy,19.665273105014947,1849.71
2018-05-23,600900.SH,buy,767.5681011833129,47.39
2018-05-23,601007.SH,buy,3274.0821165686048,11.11
2018-05-23,601088.SH,buy,1169.2398686942204,31.11
2018-05-23,601166.SH,buy,596.3123330340525,61.0
2018-05-23,601288.SH,buy,6674.321525702238,5.45
2018-05-23,601318.SH,buy,257.8328063161128,141.08
2018-05-23,601328.SH,buy,3562.6887673924775,10.21
2018-05-23,601398.SH,buy,3816.899508402644,9.53
2018-05-23,601601.SH,buy,896.5997612787083,40.57
2018-05-23,601668.SH,buy,3545.3267363623,10.26
2018-05-23,601766.SH,buy,3274.0821165686048,11.11
2018-05-23,601818.SH,buy,6915.409185375894,5.26
2018-05-23,601857.SH,buy,3434.849132679622,10.59
2018-05-23,601988.SH,buy,5773.8178277900315,6.3
2018-05-23,601998.SH,buy,4077.9206631252464,8.92
2018-05-23,601999.SH,buy,5024.178496557624,7.24
2018-05-23,603288.SH,buy,133.4227792798929,272.63
2018-05-30,000001.SZ,sell,52.33908587393083,657.7918
2018-05-30,000002.SZ,sell,9.885492144632954,3383.07
2018-05-30,000333.SZ,sell,159.71482904534446,222.96
2018-05-30,000651.SZ,sell,5.263690976574575,6777.49
2018-05-30,000858.SZ,sell,28.473176400429896,1283.54
2018-05-30,002304.SZ,sell,72.84042675933597,545.47
2018-05-30,002415.SZ,sell,44.605148211599406,760.43
2018-05-30,600000.SH,sell,276.02862585428136,127.38
2018-05-30,600009.SH,sell,232.07255528312618,156.47
2018-05-30,600016.SH,sell,232.7109738025539,152.7
2018-05-30,600019.SH,sell,1993.1535515110793,17.82
2018-05-30,600028.SH,sell,1949.3597167779849,18.18
2018-05-30,600030.SH,sell,354.0840291548447,95.41
2018-05-30,600036.SH,sell,265.39509933662043,130.99
2018-05-30,600104.SH,sell,125.12057070403549,293.97
2018-05-30,600158.SH,sell,485.64822850570357,74.9
2018-05-30,600276.SH,sell,13.573692380487195,2746.3
2018-05-30,600519.SH,sell,7.067645737089242,5161.56
2018-05-30,600809.SH,sell,143.8033299667017,259.95
2018-05-30,600872.SH,sell,127.45734719183294,297.57
2018-05-30,600887.SH,sell,19.665273105014947,1985.5
2018-05-30,600900.SH,sell,767.5681011833129,47.79
2018-05-30,601007.SH,sell,3274.0821165686048,10.57
2018-05-30,601088.SH,sell,1169.2398686942204,30.67
2018-05-30,601166.SH,sell,596.3123330340525,60.21
2018-05-30,601288.SH,sell,6674.321525702238,5.32
2018-05-30,601318.SH,sell,257.8328063161128,138.55
2018-05-30,601328.SH,sell,3562.6887673924775,9.99
2018-05-30,601398.SH,sell,3816.899508402644,9.17
2018-05-30,601601.SH,sell,896.5997612787083,39.3
2018-05-30,601668.SH,sell,3545.3267363623,9.99
2018-05-30,601766.SH,sell,3274.0821165686048,10.55
2018-05-30,601818.SH,sell,6915.409185375894,5.16
2018-05-30,601857.SH,sell,3434.849132679622,10.02
2018-05-30,601988.SH,sell,5773.8178277900315,6.17
2018-05-30,601998.SH,sell,4077.9206631252464,8.68
2018-05-30,601999.SH,sell,5024.178496557624,6.77
2018-05-30,603288.SH,sell,133.4227792798929,284.57
2018-05-30,000001.SZ,buy,55.89176702404632,657.7918
2018-05-30,000002.SZ,buy,10.86739146276254,3383.07
2018-05-30,000333.SZ,buy,164.89570342630097,222.96
2018-05-30,000651.SZ,buy,5.424596131595631,6777.49
2018-05-30,000858.SZ,buy,28.64355301426373,1283.54
2018-05-30,002304.SZ,buy,67.40085804155694,545.47
2018-05-30,002415.SZ,buy,48.347837455029484,760.43
2018-05-30,600000.SH,buy,288.6257343062339,127.38
2018-05-30,600009.SH,buy,234.96610235781984,156.47
2018-05-30,600016.SH,buy,240.76716460987603,152.7
2018-05-30,600019.SH,buy,2063.139508189005,17.82
2018-05-30,600028.SH,buy,2022.285260502094,18.18
2018-05-30,600030.SH,buy,385.33849738945673,95.41
2018-05-30,600036.SH,buy,280.67139503723996,130.99
2018-05-30,600104.SH,buy,125.06427879010805,293.97
2018-05-30,600158.SH,buy,490.85642237554157,74.9
2018-05-30,600276.SH,buy,13.387155822717133,2746.3
2018-05-30,600519.SH,buy,7.122874874248883,5161.56
2018-05-30,600809.SH,buy,141.4316062163034,259.95
2018-05-30,600872.SH,buy,123.55125192703589,297.57
2018-05-30,600887.SH,buy,18.516819962693564,1985.5
2018-05-30,600900.SH,buy,769.3062572908154,47.79
2018-05-30,601007.SH,buy,3478.254118820063,10.57
2018-05-30,601088.SH,buy,1198.7331606106313,30.67
2018-05-30,601166.SH,buy,610.6152804505575,60.21
2018-05-30,601288.SH,buy,6910.741736076704,5.32
2018-05-30,601318.SH,buy,265.3565213708269,138.55
2018-05-30,601328.SH,buy,3680.1947983911978,9.99
2018-05-30,601398.SH,buy,4009.285281998699,9.17
2018-05-30,601601.SH,buy,935.4998991330298,39.3
2018-05-30,601668.SH,buy,3680.1947983911978,9.99
2018-05-30,601766.SH,buy,3484.847965490812,10.55
2018-05-30,601857.SH,buy,3669.1762510906256,10.02
2018-05-30,601988.SH,buy,5958.694657362734,6.17
2018-05-30,601998.SH,buy,4235.61590275669,8.68
2018-05-30,601999.SH,buy,5430.597641939154,6.77
2018-05-30,603288.SH,buy,129.19543885837604,284.57
2018-06-06,000001.SZ,sell,55.89176702404632,661.7072
2018-06-06,000002.SZ,sell,10.86739146276254,3705.73
2018-06-06,000333.SZ,sell,164.89570342630097,240.68
2018-06-06,000651.SZ,sell,5.424596131595631,7237.99
2018-06-06,000858.SZ,sell,28.64355301426373,1372.28
2018-06-06,002304.SZ,sell,67.40085804155694,565.29
2018-06-06,002415.SZ,sell,48.347837455029484,798.48
2018-06-06,600000.SH,sell,288.6257343062339,128.73
2018-06-06,600009.SH,sell,234.96610235781984,170.57
2018-06-06,600016.SH,sell,240.76716460987603,153.5
2018-06-06,600019.SH,sell,2063.139508189005,19.22
2018-06-06,600028.SH,sell,2022.285260502094,18.4
2018-06-06,600030.SH,sell,385.33849738945673,98.46
2018-06-06,600036.SH,sell,280.67139503723996,133.31
2018-06-06,600104.SH,sell,125.06427879010805,300.14
2018-06-06,600158.SH,sell,490.85642237554157,74.9
2018-06-06,600276.SH,sell,13.387155822717133,3037.07
2018-06-06,600519.SH,sell,7.122874874248883,5587.36
2018-06-06,600809.SH,sell,141.4316062163034,285.03
2018-06-06,600872.SH,sell,123.55125192703589,314.44
2018-06-06,600887.SH,sell,18.516819962693564,2199.39
2018-06-06,600900.SH,sell,769.3062572908154,48.99
2018-06-06,601007.SH,sell,3478.254118820063,10.94
2018-06-06,601088.SH,sell,1198.7331606106313,32.14
2018-06-06,601166.SH,sell,610.6152804505575,60.59
2018-06-06,601288.SH,sell,6910.741736076704,5.44
2018-06-06,601318.SH,sell,265.3565213708269,145.77
2018-06-06,601328.SH,sell,3680.1947983911978,10.06
2018-06-06,601398.SH,sell,4009.285281998699,9.21
2018-06-06,601601.SH,sell,935.4998991330298,41.71
2018-06-06,601668.SH,sell,3680.1947983911978,10.17
2018-06-06,601766.SH,sell,3484.847965490812,10.47
2018-06-06,601857.SH,sell,3669.1762510906256,10.24
2018-06-06,601988.SH,sell,5958.694657362734,6.19
2018-06-06,601998.SH,sell,4235.61590275669,8.57
2018-06-06,601999.SH,sell,5430.597641939154,6.9
2018-06-06,603288.SH,sell,129.19543885837604,312.86
2018-06-06,000001.SZ,buy,57.84971597274711,661.7072
2018-06-06,000002.SZ,buy,10.329833413962097,3705.73
2018-06-06,000333.SZ,buy,159.04758840419547,240.68
2018-06-06,000651.SZ,buy,5.288702191785533,7237.99
2018-06-06,000858.SZ,buy,27.894871000904892,1372.28
2018-06-06,002304.SZ,buy,67.71670041416223,565.29
2018-06-06,002415.SZ,buy,47.9405540240479,798.48
2018-06-06,600000.SH,buy,297.36326867957564,128.73
2018-06-06,600009.SH,buy,224.42149016311055,170.57
2018-06-06,600016.SH,buy,249.37832949264995,153.5
2018-06-06,600019.SH,buy,1991.653151775326,19.22
2018-06-06,600028.SH,buy,2080.41160745227,18.4
2018-06-06,600030.SH,buy,388.78299387692226,98.46
2018-06-06,600036.SH,buy,287.1470525626117,133.31
2018-06-06,600104.SH,buy,127.53906036223685,300.14
2018-06-06,600158.SH,buy,511.07574869321445,74.9
2018-06-06,600276.SH,buy,12.604113035630316,3037.07
2018-06-06,600519.SH,buy,6.851102054838379,5587.36
2018-06-06,600809.SH,buy,134.300156394491,285.03
2018-06-06,600872.SH,buy,121.73888047678975,314.44
2018-06-06,600887.SH,buy,17.404632001201136,2199.39
2018-06-06,600900.SH,buy,781.3752516252656,48.99
2018-06-06,601007.SH,buy,3499.0469448923004,10.94
